antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'registration'}),frozenset({'amsterdam'}),0.2608695652173913,0.24347826086956523,0.24347826086956523,0.9333333333333333,3.833333333333333,0.17996219281663517,11.347826086956523
frozenset({'amsterdam'}),frozenset({'registration'}),0.24347826086956523,0.2608695652173913,0.24347826086956523,1.0,3.8333333333333335,0.17996219281663517,inf
frozenset({'universiteit'}),frozenset({'amsterdam'}),0.2608695652173913,0.24347826086956523,0.24347826086956523,0.9333333333333333,3.833333333333333,0.17996219281663517,11.347826086956523
frozenset({'amsterdam'}),frozenset({'universiteit'}),0.24347826086956523,0.2608695652173913,0.24347826086956523,1.0,3.8333333333333335,0.17996219281663517,inf
frozenset({'amsterdam'}),frozenset({'vrije'}),0.24347826086956523,0.25217391304347825,0.24347826086956523,1.0,3.9655172413793105,0.18207939508506618,inf
frozenset({'vrije'}),frozenset({'amsterdam'}),0.25217391304347825,0.24347826086956523,0.24347826086956523,0.9655172413793104,3.9655172413793105,0.18207939508506618,21.939130434782633
frozenset({'vunet'}),frozenset({'amsterdam'}),0.25217391304347825,0.24347826086956523,0.24347826086956523,0.9655172413793104,3.9655172413793105,0.18207939508506618,21.939130434782633
frozenset({'amsterdam'}),frozenset({'vunet'}),0.24347826086956523,0.25217391304347825,0.24347826086956523,1.0,3.9655172413793105,0.18207939508506618,inf
frozenset({'ecological'}),frozenset({'ecology'}),0.06086956521739131,0.08695652173913043,0.05217391304347826,0.8571428571428571,9.857142857142858,0.046880907372400756,6.391304347826085
frozenset({'ecology'}),frozenset({'ecosystem'}),0.08695652173913043,0.09565217391304348,0.06086956521739131,0.7000000000000001,7.318181818181818,0.05255198487712666,3.014492753623189
frozenset({'neuroscience'}),frozenset({'neurobiology'}),0.0782608695652174,0.06956521739130435,0.06086956521739131,0.7777777777777778,11.180555555555555,0.055425330812854445,4.1869565217391305
frozenset({'neurobiology'}),frozenset({'neuroscience'}),0.06956521739130435,0.0782608695652174,0.06086956521739131,0.875,11.180555555555555,0.055425330812854445,7.373913043478261
frozenset({'universiteit'}),frozenset({'registration'}),0.2608695652173913,0.2608695652173913,0.25217391304347825,0.9666666666666667,3.7055555555555557,0.1841209829867675,22.173913043478265
frozenset({'registration'}),frozenset({'universiteit'}),0.2608695652173913,0.2608695652173913,0.25217391304347825,0.9666666666666667,3.7055555555555557,0.1841209829867675,22.173913043478265
frozenset({'registration'}),frozenset({'vrije'}),0.2608695652173913,0.25217391304347825,0.25217391304347825,0.9666666666666667,3.8333333333333335,0.18638941398865783,22.434782608695656
frozenset({'vrije'}),frozenset({'registration'}),0.25217391304347825,0.2608695652173913,0.25217391304347825,1.0,3.8333333333333335,0.18638941398865783,inf
frozenset({'vunet'}),frozenset({'registration'}),0.25217391304347825,0.2608695652173913,0.25217391304347825,1.0,3.8333333333333335,0.18638941398865783,inf
frozenset({'registration'}),frozenset({'vunet'}),0.2608695652173913,0.25217391304347825,0.25217391304347825,0.9666666666666667,3.8333333333333335,0.18638941398865783,22.434782608695656
frozenset({'research'}),frozenset({'thesis'}),0.08695652173913043,0.0782608695652174,0.06086956521739131,0.7000000000000001,8.944444444444445,0.05406427221172023,3.072463768115943
frozenset({'thesis'}),frozenset({'research'}),0.0782608695652174,0.08695652173913043,0.06086956521739131,0.7777777777777778,8.944444444444445,0.05406427221172023,4.108695652173914
frozenset({'student'}),frozenset({'teaching'}),0.12173913043478261,0.09565217391304348,0.08695652173913043,0.7142857142857142,7.467532467532466,0.07531190926275992,3.165217391304347
frozenset({'teaching'}),frozenset({'student'}),0.09565217391304348,0.12173913043478261,0.08695652173913043,0.9090909090909091,7.467532467532467,0.07531190926275992,9.66086956521739
frozenset({'universiteit'}),frozenset({'vrije'}),0.2608695652173913,0.25217391304347825,0.25217391304347825,0.9666666666666667,3.8333333333333335,0.18638941398865783,22.434782608695656
frozenset({'vrije'}),frozenset({'universiteit'}),0.25217391304347825,0.2608695652173913,0.25217391304347825,1.0,3.8333333333333335,0.18638941398865783,inf
frozenset({'universiteit'}),frozenset({'vunet'}),0.2608695652173913,0.25217391304347825,0.25217391304347825,0.9666666666666667,3.8333333333333335,0.18638941398865783,22.434782608695656
frozenset({'vunet'}),frozenset({'universiteit'}),0.25217391304347825,0.2608695652173913,0.25217391304347825,1.0,3.8333333333333335,0.18638941398865783,inf
frozenset({'vunet'}),frozenset({'vrije'}),0.25217391304347825,0.25217391304347825,0.25217391304347825,1.0,3.9655172413793105,0.18858223062381851,inf
frozenset({'vrije'}),frozenset({'vunet'}),0.25217391304347825,0.25217391304347825,0.25217391304347825,1.0,3.9655172413793105,0.18858223062381851,inf
"frozenset({'universiteit', 'registration'})",frozenset({'amsterdam'}),0.25217391304347825,0.24347826086956523,0.24347826086956523,0.9655172413793104,3.9655172413793105,0.18207939508506618,21.939130434782633
"frozenset({'universiteit', 'amsterdam'})",frozenset({'registration'}),0.24347826086956523,0.2608695652173913,0.24347826086956523,1.0,3.8333333333333335,0.17996219281663517,inf
"frozenset({'amsterdam', 'registration'})",frozenset({'universiteit'}),0.24347826086956523,0.2608695652173913,0.24347826086956523,1.0,3.8333333333333335,0.17996219281663517,inf
frozenset({'universiteit'}),"frozenset({'amsterdam', 'registration'})",0.2608695652173913,0.24347826086956523,0.24347826086956523,0.9333333333333333,3.833333333333333,0.17996219281663517,11.347826086956523
